GO_term	taxon
GO:2001279	Magnoliopsida
GO:0015795	cellular organisms
GO:0016517	Amniota
GO:0019101	Bilateria
GO:0030038	Eukaryota
GO:0031270	Eukaryota
GO:0031839	Amniota
GO:0031840	Amniota
GO:0043661	NPAAA clade
GO:0043663	Lotus japonicus
GO:0048797	Neopterygii
GO:0050174	cellular organisms
GO:0050184	cellular organisms
GO:0070850	Schizosaccharomyces
GO:0099533	Bilateria
GO:0140210	Schizosaccharomyces
GO:0140715	Drosophila
GO:1902123	Spermatophyta
GO:1902129	Spermatophyta
GO:1902131	Spermatophyta
GO:1902132	Spermatophyta
GO:1903831	Dictyostelium
GO:1904511	Schizosaccharomyces
GO:1904649	Amniota
GO:1905060	Boreoeutheria
GO:1905592	Amniota
GO:1990359	Eukaryota
GO:1990499	Drosophila
GO:2000474	Amniota
GO:0004119	Amniota
GO:0005618	cellular organisms
GO:0006077	Saccharomycetaceae
GO:0007312	Drosophila
GO:0008169	cellular organisms
GO:0008871	root
GO:0009519	Gossypium hirsutum
GO:0015147	Pseudomonadota
GO:0031142	Ascomycota
GO:0036203	Spermatophyta
GO:0042718	Rhabditida
GO:0043617	Eukaryota
GO:0046811	Bilateria
GO:0047956	Eukaryota
GO:0048575	Magnoliopsida
GO:0048588	cellular organisms
GO:0050730	Tetrapoda
GO:0060109	Caenorhabditis
GO:0060281	Caenorhabditis
GO:0060813	Drosophila
GO:0071977	Bacteria
GO:0097040	Mycobacterium tuberculosis
GO:0097041	Mycobacterium tuberculosis
GO:0099130	Opisthokonta
GO:0140777	Euteleostomi
GO:1903188	Bilateria
GO:1903793	Euarchontoglires
GO:1904681	Euarchontoglires
GO:2000685	Eukaryota
GO:0002235	Saccharomyces cerevisiae S288C
GO:0002542	Amniota
GO:0010313	Brassicaceae
GO:0018022	Eukaryota
GO:0018393	cellular organisms
GO:0018663	Bacteria
GO:0020025	Trypanosoma brucei brucei TREU927
GO:0045015	Fungi
GO:0046048	Rhabditida
GO:0047538	Mesangiospermae
GO:0048106	Drosophila
GO:0060406	Euarchontoglires
GO:0060450	Bilateria
GO:0070027	Rhabditina
GO:0070118	Paulinella chromatophora
GO:0102960	Mesangiospermae
GO:1900560	leotiomyceta
GO:1900563	leotiomyceta
GO:1900924	Euarchontoglires
GO:1901846	Boreoeutheria
GO:1902120	Caenorhabditis
GO:1904890	Euteleostomi
GO:1990964	Ascomycota
GO:0007302	Sophophora
GO:0015152	Eukaryota
GO:0015294	cellular organisms
GO:0018833	cellular organisms
GO:0019340	Bacteria
GO:0020008	Apicomplexa
GO:0030862	Eutheria
GO:0031477	Bilateria
GO:0031724	Amniota
GO:0031983	Eukaryota
GO:0035626	Drosophila
GO:0035768	Amniota
GO:0039008	Euteleostomi
GO:0042820	cellular organisms
GO:0047107	root
GO:0047204	Pentapetalae
GO:0047504	Pentapetalae
GO:0047606	Crotonoideae
GO:0061842	Eukaryota
GO:0062239	Schizosaccharomyces
GO:0070594	Drosophila
GO:0070855	Sophophora
GO:0090376	Gossypium
GO:0099546	Murinae
GO:0106349	Drosophila
GO:0110052	cellular organisms
GO:1904095	Brassicaceae
GO:2000034	Mesangiospermae
GO:2000545	Amniota
GO:2000692	Brassicaceae
GO:2000719	Amniota
GO:2001299	Boreoeutheria
GO:0003230	Euteleostomi
GO:0014831	Clupeocephala
GO:0018111	cellular organisms
GO:0031905	Bilateria
GO:0035462	Euteleostomi
GO:0039673	Human betaherpesvirus 5
GO:0043918	cellular organisms
GO:0046131	Magnoliopsida
GO:0046247	cellular organisms
GO:0046588	Euteleostomi
GO:0050391	Bacteria
GO:0052041	root
GO:0060936	Euarchontoglires
GO:0061193	Amniota
GO:0070587	Bilateria
GO:0071291	cellular organisms
GO:0071485	Pentapetalae
GO:0075135	Shigella flexneri
GO:0090601	Tetrapoda
GO:0097582	Saccharomycetaceae
GO:0097584	Saccharomycetaceae
GO:0098606	Boreoeutheria
GO:0106118	Streptophytina
GO:0141134	root
GO:1901879	Amniota
GO:1902472	Eukaryota
GO:1904404	Euarchontoglires
GO:2000191	Boreoeutheria
GO:0003277	Euarchontoglires
GO:0003692	Euteleostomi
GO:0008291	Rattus norvegicus
GO:0010800	Eutheria
GO:0018003	Euarchontoglires
GO:0018344	Eukaryota
GO:0031506	Pyricularia oryzae 70-15
GO:0031582	Ascomycota
GO:0033959	root
GO:0035015	Drosophila
GO:0035232	Drosophila
GO:0035609	Euteleostomi
GO:0036047	Euteleostomi
GO:0036048	Euteleostomi
GO:0036049	Euteleostomi
GO:0043110	Ascomycota
GO:0043229	Eukaryota
GO:0044315	Mycobacterium tuberculosis H37Rv
GO:0046862	Mesangiospermae
GO:0047198	cellular organisms
GO:0047816	cellular organisms
GO:0048737	Drosophila
GO:0052750	cellular organisms
GO:0060034	Euteleostomi
GO:0060314	Euteleostomi
GO:0060332	Amniota
GO:0060462	Rattus norvegicus
GO:0060721	Rodentia
GO:0061066	Rhabditida
GO:0070360	Plasmodium falciparum
GO:0071170	Schizosaccharomyces
GO:0071594	Rattus norvegicus
GO:0090707	Brassicaceae
GO:0140778	Bilateria
GO:1902893	Euarchontoglires
GO:1902985	Schizosaccharomyces
GO:1903495	Euarchontoglires
GO:1905503	Sophophora
GO:1990048	Bilateria
GO:1990394	Saccharomycotina
GO:1990425	Tetrapoda
GO:0002109	Saccharomycotina
GO:0006549	Amniota
GO:0007562	Drosophila
GO:0018343	Eukaryota
GO:0018834	root
GO:0019081	root
GO:0021578	Danio rerio
GO:0031149	Dictyostelia
GO:0032195	Dictyostelia
GO:0034483	Bilateria
GO:0039699	Betacoronavirus pandemicum
GO:0039718	Severe acute respiratory syndrome coronavirus 2
GO:0044600	root
GO:0048561	Amniota
GO:0048736	Drosophila
GO:0062128	Saccharomycotina
GO:0070572	Rattus norvegicus
GO:0098725	Eukaryota
GO:0098988	Rodentia
GO:0099569	Drosophila
GO:0120092	cellular organisms
GO:0120518	cellular organisms
GO:0140025	Dictyostelium
GO:0140786	Schizosaccharomyces pombe 972h-
GO:0140873	Penicillium paxilli
GO:0160229	Drosophila
GO:1900070	Arabidopsis thaliana
GO:1900117	Drosophila
GO:1902346	Schizosaccharomyces
GO:1902688	Opisthokonta
GO:1904498	Ascomycota
GO:1904815	Amniota
GO:1990808	Schizosaccharomyces
GO:2000697	Amniota
GO:0010688	Saccharomycotina
GO:0015436	Neisseria meningitidis
GO:0015776	Neisseria meningitidis
GO:0019969	Euarchontoglires
GO:0030142	Eukaryota
GO:0034022	root
GO:0043433	root
GO:0044493	root
GO:0047636	Lophotrochozoa
GO:0110010	Bilateria
GO:0140426	Magnoliopsida
GO:0140522	root
GO:0141146	root
GO:1902743	Boreoeutheria
GO:1990215	cellular organisms
GO:0003363	Euarchontoglires
GO:0003696	Bilateria
GO:0010307	Magnoliopsida
GO:0016134	Pentapetalae
GO:0030652	Dickeya dadantii 3937
GO:0031535	Eukaryota
GO:0034344	Homo sapiens
GO:0036053	Boreoeutheria
GO:0045805	Drosophila
GO:0045928	Drosophila
GO:0046860	Trypanosomatidae
GO:0047316	Eukaryota
GO:0060940	Euarchontoglires
GO:0061084	Euarchontoglires
GO:0070335	cellular organisms
GO:0097030	Saccharomycotina
GO:0140403	root
GO:1902242	Nicotiana tabacum
GO:1902246	Nicotiana tabacum
GO:0001874	Bilateria
GO:0007495	Bilateria
GO:0018541	root
GO:0019099	Bilateria
GO:0031671	Ascomycota
GO:0034413	Schizosaccharomyces
GO:0035009	Diptera
GO:0036401	Drosophila
GO:0042004	Rhabditida
GO:0042150	cellular organisms
GO:0043178	Eukaryota
GO:0047807	rosids
GO:0071002	Euarchontoglires
GO:0090339	Saccharomycetaceae
GO:0102816	cellular organisms
GO:0140099	Bilateria
GO:0140540	Drosophila
GO:0140633	root
GO:0140634	Boreoeutheria
GO:1900248	Eukaryota
GO:1905005	Euarchontoglires
GO:0002152	Amniota
GO:0015434	Eukaryota
GO:0016748	Bacteria
GO:0018076	Euarchontoglires
GO:0032609	Amniota
GO:0033371	Amniota
GO:0033373	Amniota
GO:0033382	Amniota
GO:0034076	Cucurbitaceae
GO:0034127	Amniota
GO:0035966	Nematoda
GO:0044222	Pseudomonadati
GO:0044336	Vertebrata
GO:0047963	root
GO:0052817	Bilateria
GO:0062044	Amniota
GO:0090359	Pentapetalae
GO:0097279	Amniota
GO:0140167	Drosophila
GO:0150045	Rattus norvegicus
GO:0160248	Boreoeutheria
GO:1900727	Bacteria
GO:1905288	Amniota
GO:1905430	Euarchontoglires
GO:1905459	Amniota
GO:2000196	Bilateria
GO:0010373	Pentapetalae
GO:0016708	Burkholderia sp. RASC
GO:0018103	Bilateria
GO:0021698	Murinae
GO:0036017	Euarchontoglires
GO:0036453	Dictyostelium
GO:0046669	Drosophila
GO:0047073	cellular organisms
GO:0048209	Arabidopsis thaliana
GO:0048215	Drosophila
GO:0060457	Drosophila
GO:0070541	Euarchontoglires
GO:0080169	Brassicaceae
GO:0098630	root
GO:0102097	Pentapetalae
GO:0140288	Euarchontoglires
GO:1901900	Saccharomycetaceae
GO:1902695	Drosophila
GO:1903698	Homo sapiens
GO:2000689	Amniota
GO:0002049	Pseudomonas aeruginosa PAO1
GO:0003234	Euteleostomi
GO:0010365	Brassicaceae
GO:0031286	Dictyostelia
GO:0033848	Bacillati
GO:0033943	cellular organisms
GO:0045105	Euarchontoglires
GO:0045874	Drosophila
GO:0046283	Embryophyta
GO:0047719	Ectocarpus siliculosus
GO:0048581	Magnoliopsida
GO:0070505	Spermatophyta
GO:0080168	Magnoliopsida
GO:0098722	Ecdysozoa
GO:0160163	Euteleostomi
GO:1900264	root
GO:1901263	Dictyostelia
GO:1901386	Tetrapoda
GO:1901656	Pentapetalae
GO:1902900	Caenorhabditis elegans
GO:1903059	Euteleostomi
GO:1903222	Saccharomycetaceae
GO:1903405	Drosophila
GO:1903665	Amoebozoa
GO:1903935	Amniota
GO:1903937	Euarchontoglires
GO:1904060	Bilateria
GO:0001988	Eutheria
GO:0006474	cellular organisms
GO:0016007	melanogaster subgroup
GO:0021519	Euteleostomi
GO:0043797	cellular organisms
GO:0044114	Eukaryota
GO:0045855	melanogaster subgroup
GO:0048914	Osteoglossocephalai
GO:0048929	Osteoglossocephalai
GO:0048933	Osteoglossocephalai
GO:0060112	Eutheria
GO:0061321	Drosophila
GO:0061453	Vertebrata
GO:0061805	Ascomycota
GO:0071368	Mesangiospermae
GO:0080040	cellular organisms
GO:0080047	Mesangiospermae
GO:0090167	Saccharomycotina
GO:0099646	Rattus norvegicus
GO:0160222	Bacillota
GO:0160230	Amniota
GO:1901419	Rattus norvegicus
GO:1903850	Bilateria
GO:1904647	Bilateria
GO:1990033	Drosophila
GO:1990586	Bacteria
GO:1990587	Pseudomonadati
GO:0000079	Eukaryota
GO:0005300	Saccharomycetaceae
GO:0005367	Boreoeutheria
GO:0010491	Streptophytina
GO:0014870	Euarchontoglires
GO:0014899	Drosophila
GO:0015146	cellular organisms
GO:0015750	cellular organisms
GO:0019272	Pseudomonadati
GO:0021599	Amniota
GO:0022404	Ecdysozoa
GO:0043263	Acetivibrio thermocellus
GO:0045117	Opisthokonta
GO:0046060	Euarchontoglires
GO:0047338	Streptophytina
GO:0047350	Streptophytina
GO:0050037	Meyerozyma caribbica
GO:0050634	cellular organisms
GO:0052573	cellular organisms
GO:0061330	Drosophila
GO:0071807	cellular organisms
GO:0106001	Homo sapiens
GO:0180015	Theria
GO:1900067	Streptophytina
GO:1901261	Dictyostelia
GO:1901474	Opisthokonta
GO:1903544	Boreoeutheria
GO:1905632	Ecdysozoa
GO:0007252	Boreoeutheria
GO:0007402	Bilateria
GO:0007633	melanogaster subgroup
GO:0010213	Streptophytina
GO:0035261	Bilateria
GO:0035281	Amniota
GO:0042684	Drosophila
GO:0042959	Escherichia coli K-12
GO:0050005	root
GO:0051153	Bilateria
GO:0051385	Euarchontoglires
GO:0051890	Drosophila
GO:0061795	Opisthokonta
GO:0062155	Escherichia coli K-12
GO:0097445	Rhabditida
GO:0098775	Escherichia coli K-12
GO:0098777	Escherichia coli K-12
GO:0098799	root
GO:0102921	cellular organisms
GO:0110013	Dictyostelium
GO:0140734	Vertebrata
GO:0140769	Escherichia coli
GO:1901385	Boreoeutheria
GO:1902168	Eukaryota
GO:1902349	Eukaryota
GO:1904631	Euarchontoglires
GO:1905608	Bilateria
GO:2000845	Euteleostomi
GO:0016677	Mycobacterium tuberculosis H37Rv
GO:0018188	Eukaryota
GO:0030958	Ascomycota
GO:0033203	Fungi
GO:0039019	Chordata
GO:0043601	Eukaryota
GO:0044752	Euteleostomi
GO:0047743	Euarchontoglires
GO:0048065	Drosophila
GO:0048448	Brassicaceae
GO:0060375	Amniota
GO:0062112	Boreoeutheria
GO:0090319	Euarchontoglires
GO:0090321	Euarchontoglires
GO:0090592	root
GO:1901896	Boreoeutheria
GO:1902128	Spermatophyta
GO:1902135	Spermatophyta
GO:1903525	root
GO:1904961	Pentapetalae
GO:1905269	Amniota
GO:1990137	cellular organisms
GO:2000173	Bilateria
GO:0000838	Saccharomycetaceae
GO:0003264	Euarchontoglires
GO:0004344	Bacteria
GO:0005358	Eukaryota
GO:0010514	Fungi
GO:0010599	Magnoliopsida
GO:0016544	Sophophora
GO:0019585	Mus musculus
GO:0033099	Mycoplasmoides pneumoniae M129
GO:0036400	Drosophila
GO:0044075	Bacteria
GO:0044326	Euarchontoglires
GO:0047915	Eukaryota
GO:0060014	Amniota
GO:0060681	Euteleostomi
GO:0072163	Euteleostomi
GO:0072493	Mycobacterium tuberculosis H37Rv
GO:0097026	Euarchontoglires
GO:0097132	Amniota
GO:0141079	root
GO:1902321	cellular organisms
GO:1904644	Euarchontoglires
GO:1990713	Euarchontoglires
GO:2000634	Rhabditida
GO:0001815	Euarchontoglires
GO:0002715	Euarchontoglires
GO:0002814	Drosophila
GO:0003388	Caenorhabditis
GO:0010686	Tracheophyta
GO:0015857	cellular organisms
GO:0016543	Drosophila
GO:0016545	Drosophila
GO:0016546	Drosophila
GO:0031637	Drosophila
GO:0032774	Trypanosomatidae
GO:0035039	Bilateria
GO:0035608	Bilateria
GO:0035611	Euteleostomi
GO:0036105	Amniota
GO:0043905	Fungi
GO:0047578	Brucella
GO:0047699	Pseudomonadati
GO:0047896	cellular organisms
GO:0048756	Brassicaceae
GO:0061576	Saccharomycetes
GO:0061832	Euarchontoglires
GO:0086037	Rattus norvegicus
GO:0099129	Euteleostomi
GO:1901993	Schizosaccharomyces pombe 972h-
GO:1902630	Euarchontoglires
GO:1904313	Euarchontoglires
GO:1904629	Magnoliopsida
GO:0003788	Opisthokonta
GO:0006482	cellular organisms
GO:0006499	Eukaryota
GO:0007054	Drosophila
GO:0007541	Drosophila melanogaster
GO:0014056	Bilateria
GO:0016346	Drosophila
GO:0018481	Pseudomonadota
GO:0019342	Trypanosoma
GO:0021590	Murinae
GO:0021679	Murinae
GO:0031217	root
GO:0032353	Bilateria
GO:0033358	Mesangiospermae
GO:0035013	Drosophila
GO:0035045	Drosophila
GO:0043674	Brassicaceae
GO:0045856	Drosophila
GO:0046603	Bilateria
GO:0047225	root
GO:0048683	Murinae
GO:0050513	Eukaryota
GO:0070984	Bilateria
GO:0071419	Rhabditida
GO:0102003	cellular organisms
GO:0120218	cellular organisms
GO:0140538	Taphrinomycotina
GO:0140757	melanogaster group
GO:1901946	Tracheophyta
GO:1902086	Aspergillus fumigatus Af293
GO:1904246	Boreoeutheria
GO:1905273	Bilateria
GO:1905847	Rhabditida
GO:0008359	Sophophora
GO:0010541	Magnoliopsida
GO:0018765	Pseudomonadota
GO:0019570	cellular organisms
GO:0031550	Euteleostomi
GO:0033113	Cyanophora paradoxa
GO:0033986	Eukaryota
GO:0034368	Saccharomycotina
GO:0036046	Theria
GO:0042768	Drosophila
GO:0044692	Ascomycota
GO:0047682	Opisthokonta
GO:0048682	Drosophila
GO:0061864	Drosophila
GO:0071412	Amniota
GO:0098694	Euarchontoglires
GO:0102373	Pentapetalae
GO:0106095	Saccharomycetaceae
GO:1900428	Debaryomycetaceae
GO:1904748	Bilateria
GO:1905200	Brassicaceae
GO:1905201	Brassicaceae
GO:0010400	Magnoliopsida
GO:0015046	Gammaproteobacteria
GO:0015904	cellular organisms
GO:0033466	Brassicaceae
GO:0034758	Eukaryota
GO:0040005	Drosophila
GO:0043662	NPAAA clade
GO:0046206	Trypanosoma brucei brucei TREU927
GO:0047860	Homo sapiens
GO:0048135	Drosophila
GO:0048903	Euteleostomi
GO:0051090	Bilateria
GO:0061388	Streptophytina
GO:0072766	Eukaryota
GO:0090268	Opisthokonta
GO:0090452	Escherichia coli K-12
GO:0098730	Drosophila
GO:0110028	Danio rerio
GO:0140456	Ascomycota
GO:0140599	Taphrinomycotina
GO:0140661	Bilateria
GO:0140704	Drosophila
GO:0140758	Drosophila
GO:0141025	root
GO:1904113	Bilateria
GO:1904935	Euarchontoglires
GO:1990497	Escherichia coli K-12
GO:1990591	Fungi
GO:1990792	Euarchontoglires
GO:0002347	Bilateria
GO:0005237	Rattus norvegicus
GO:0018867	Pinus subgen. Pinus
GO:0019260	Xanthobacter
GO:0030743	root
GO:0035899	cellular organisms
GO:0036417	Murinae
GO:0042326	cellular organisms
GO:0044484	root
GO:0044485	root
GO:0047037	Mesangiospermae
GO:0047827	Agrobacterium
GO:0050363	Cyanophyceae
GO:0050594	Pentapetalae
GO:0052034	cellular organisms
GO:0061890	Euarchontoglires
GO:0080177	Viridiplantae
GO:0090214	Rodentia
GO:1904965	Viridiplantae
GO:1905220	Rattus norvegicus
GO:1905804	Caenorhabditis
GO:1990805	Caenorhabditis
GO:0002107	Saccharomycotina
GO:0007473	Drosophila
GO:0007487	Drosophila melanogaster
GO:0019057	root
GO:0033046	Drosophila
GO:0033266	Pseudomonas aeruginosa PAO1
GO:0035288	Drosophila melanogaster
GO:0035290	Drosophila melanogaster
GO:0046460	Viridiplantae
GO:0047856	cellular organisms
GO:0048099	Drosophila melanogaster
GO:0050309	cellular organisms
GO:0072237	Amniota
GO:0072287	Amniota
GO:0106365	Mesangiospermae
GO:0140973	Euarchontoglires
GO:1904810	Rhabditida
GO:1904811	Bilateria
GO:2000299	Euarchontoglires
GO:0002809	Drosophila
GO:0004166	Archaea
GO:0010421	Eukaryota
GO:0017098	Euarchontoglires
GO:0019160	Streptomyces sampsonii
GO:0033782	Bilateria
GO:0035316	Drosophila
GO:0039697	Mononegavirales
GO:0044537	Amniota
GO:0046722	Euarchontoglires
GO:0047821	Opisthokonta
GO:0061316	Danio rerio
GO:0061823	Drosophila
GO:0062205	Tracheophyta
GO:0090459	Euarchontoglires
GO:0090727	Rhabditida
GO:0140221	cellular organisms
GO:1903317	root
GO:1905646	Drosophila
GO:1990181	Ascomycota
GO:0002165	Endopterygota
GO:0010139	cellular organisms
GO:0010219	Embryophyta
GO:0032141	Schizosaccharomyces pombe 972h-
GO:0033783	Euarchontoglires
GO:0035487	Schizosaccharomyces pombe 972h-
GO:0035853	Euteleostomi
GO:0036165	Candida albicans SC5314
GO:0039714	Orthornavirae
GO:0045736	Eukaryota
GO:0050599	cellular organisms
GO:0072371	Schizosaccharomyces
GO:0141139	cellular organisms
GO:1904837	Euteleostomi
GO:0009674	Magnoliopsida
GO:0031129	Eukaryota
GO:0034251	cellular organisms
GO:0046128	Murinae
GO:0047937	Bacteria
GO:0048094	Drosophila
GO:0050402	root
GO:1990727	Schizosaccharomyces pombe 972h-
GO:2000039	Embryophyta
GO:0006045	cellular organisms
GO:0015687	Gammaproteobacteria
GO:0016427	Eukaryota
GO:0019271	Gammaproteobacteria
GO:0045737	Eukaryota
GO:0046536	Bilateria
GO:0062147	Actinomycetes
GO:0097005	Drosophila
GO:0097585	Saccharomycetaceae
GO:0141130	Enterobacteriaceae
GO:1901082	Boreoeutheria
GO:0002518	Amniota
GO:0003106	Euarchontoglires
GO:0014895	Euarchontoglires
GO:0016690	Polyporales
GO:0033315	Ascomycota
GO:0035190	Drosophila
GO:0035769	Amniota
GO:0036177	Candida albicans SC5314
GO:0042762	cellular organisms
GO:0046244	cellular organisms
GO:0047362	cellular organisms
GO:0061776	Opisthokonta
GO:0070540	Amniota
GO:0071047	cellular organisms
GO:0071399	Neognathae
GO:0080045	Mesangiospermae
GO:0080102	Arabidopsis
GO:0080103	Brassicaceae
GO:0080104	Arabidopsis
GO:0080105	Arabidopsis
GO:0080106	Arabidopsis
GO:1900743	Candida albicans SC5314
GO:0000374	Mesangiospermae
GO:0010164	Eukaryota
GO:0010896	Mesangiospermae
GO:0018366	Penaeus monodon
GO:0032117	Ascomycota
GO:0034412	Schizosaccharomyces
GO:0043846	Gammaproteobacteria
GO:0044816	Ascomycota
GO:0047234	Bacteria
GO:0048052	Drosophila
GO:0050641	cellular organisms
GO:0061642	Amniota
GO:0062194	Schizosaccharomyces
GO:0062195	Schizosaccharomyces
GO:0102506	Eukaryota
GO:0110034	Ascomycota
GO:1904421	Euarchontoglires
GO:1990243	Schizosaccharomyces
GO:1990255	Drosophila
GO:0008989	cellular organisms
GO:0010601	malvids
GO:0017186	Eukaryota
GO:0030750	root
GO:0033964	Rhodobacterales
GO:0034084	Ascomycota
GO:0036087	Taphrinomycotina
GO:0036308	Pseudomonadota
GO:0050646	Amniota
GO:0050647	Amniota
GO:0050648	Amniota
GO:0090423	Taphrinomycotina
GO:0110043	Rhabditida
GO:0141010	Mesangiospermae
GO:1900384	Brassicaceae
GO:1904000	Bilateria
GO:1904369	Mesangiospermae
GO:1904800	Bilateria
GO:0002057	cellular organisms
GO:0009321	Escherichia coli K-12
GO:0012508	Saccharomyces cerevisiae S288C
GO:0016043	Eukaryota
GO:0018460	cellular organisms
GO:0031521	saccharomyceta
GO:0033022	Comamonas
GO:0033195	Escherichia coli K-12
GO:0042835	Amniota
GO:0044513	Bilateria
GO:0044616	root
GO:0048279	Saccharomyces cerevisiae S288C
GO:0048734	Drosophila
GO:0050666	Euteleostomi
GO:0061853	Rhabditida
GO:0090665	Dictyostelium
GO:0099614	Dictyostelium
GO:1900372	Escherichia coli K-12
GO:2000155	cellular organisms
GO:0000101	cellular organisms
GO:0000102	cellular organisms
GO:0009106	cellular organisms
GO:0021552	Danio rerio
GO:0032237	Boreoeutheria
GO:0033142	Amniota
GO:0033385	cellular organisms
GO:0036194	Ecdysozoa
GO:0046962	Bacteria
GO:0046980	root
GO:0050089	root
GO:0098999	Murinae
GO:1900481	Saccharomycetaceae
GO:1900809	Aspergillus
GO:1902935	Saccharomycetaceae
GO:1905191	Taphrinomycotina
GO:0000817	Saccharomycetaceae
GO:0002851	Amniota
GO:0006681	Amniota
GO:0006792	Pentapetalae
GO:0010973	Opisthokonta
GO:0014878	Amniota
GO:0019542	cellular organisms
GO:0061510	Saccharomycetaceae
GO:0061784	Bacillota
GO:0061818	cellular organisms
GO:0070351	Muroidea
GO:0071834	Drosophila
GO:0090604	Streptococcus gordonii str. Challis substr. CH1
GO:0098785	Bacillati
GO:0120176	Drosophila melanogaster
GO:0000365	Eukaryota
GO:0002075	Xenopus laevis
GO:0007175	Euteleostomi
GO:0009530	Mesangiospermae
GO:0009575	Mesangiospermae
GO:0022893	Saccharomycetaceae
GO:0023025	Homo sapiens
GO:0030107	Catarrhini
GO:0030109	Catarrhini
GO:0031764	Euteleostomi
GO:0031765	Euteleostomi
GO:0031766	Euteleostomi
GO:0032577	Drosophila
GO:0035172	Endopterygota
GO:0036134	Eukaryota
GO:0042686	Drosophila
GO:0045316	Drosophila
GO:0048197	Leishmania major
GO:0051456	Ascomycota
GO:0071326	Drosophila
GO:0098512	Drosophila
GO:1990078	Escherichia coli K-12
GO:1990082	Escherichia coli K-12
GO:1990101	Bacteria
GO:2001193	Catarrhini
GO:0001770	Homo sapiens
GO:0003104	Eutheria
GO:0004790	Boreoeutheria
GO:0019872	Streptomyces
GO:0030590	Rhabditida
GO:0031775	Euteleostomi
GO:0043397	Amniota
GO:0043520	Eukaryota
GO:0046409	Pentapetalae
GO:0061477	Euteleostomi
GO:0071202	Drosophila
GO:0071601	Xenopus laevis
GO:0097013	cellular organisms
GO:0098709	Ascomycota
GO:0140088	cellular organisms
GO:0160220	root
GO:1990268	Euarchontoglires
GO:2000533	Eutheria
GO:0000354	Eukaryota
GO:0005893	Homo sapiens
GO:0009093	cellular organisms
GO:0031954	Boreoeutheria
GO:0043250	Bilateria
GO:0043251	Bilateria
GO:0044317	Murinae
GO:0046239	Pseudomonadota
GO:0052386	Magnoliopsida
GO:0060398	Homo sapiens
GO:0060691	Amniota
GO:0070144	Saccharomyces cerevisiae S288C
GO:0071032	Opisthokonta
GO:0071928	Endopterygota
GO:0072124	Boreoeutheria
GO:0072689	Rhabditida
GO:0097306	Vertebrata
GO:1901367	cellular organisms
GO:0010101	Viridiplantae
GO:0016942	Euarchontoglires
GO:0017131	Xenopus laevis
GO:0035260	Bilateria
GO:0043656	Eukaryota
GO:0047394	Euarchontoglires
GO:0048804	Drosophila
GO:0050636	cellular organisms
GO:0055063	Brassicaceae
GO:0060001	Amniota
GO:0060792	Mammalia
GO:1901985	Amniota
GO:1903842	Eukaryota
GO:1904503	Drosophila
GO:2000677	Amniota
GO:0005476	Opisthokonta
GO:0006962	melanogaster subgroup
GO:0008826	Escherichia coli K-12
GO:0010500	Mesangiospermae
GO:0015387	cellular organisms
GO:0016261	cellular organisms
GO:0019876	Bacteria
GO:0031257	Dictyostelia
GO:0031285	Dictyostelia
GO:0048225	Poales
GO:0048462	Brassicaceae
GO:0050123	Bacteria
GO:0061098	Amniota
GO:0061360	Vertebrata
GO:0102904	asterids
GO:0106149	Arabidopsis
GO:1903748	Amniota
GO:2000815	Taphrinomycotina
GO:0016703	cellular organisms
GO:0031952	Eukaryota
GO:0042810	Sophophora
GO:0047202	Mesangiospermae
GO:0047556	Actinomycetes
GO:0060189	Drosophila
GO:0060773	Magnoliopsida
GO:0061687	Eukaryota
GO:0071994	Brassicaceae
GO:0072173	Rattus norvegicus
GO:0098695	Amniota
GO:1904146	Bilateria
GO:1904832	Sophophora
GO:0015414	Synechococcales
GO:0030451	Euarchontoglires
GO:0032077	Boreoeutheria
GO:0035996	Drosophila
GO:0047021	cellular organisms
GO:0050221	cellular organisms
GO:0070280	cellular organisms
GO:0102457	Eukaryota
GO:0106055	Fungi
GO:0106156	Opisthokonta
GO:0106268	Dictyostelium discoideum
GO:0001173	Brassicaceae
GO:0001410	Candida
GO:0006726	Bilateria
GO:0010036	Mesangiospermae
GO:0010377	Magnoliopsida
GO:0010919	Saccharomycetaceae
GO:0014723	Euarchontoglires
GO:0018031	Pseudomonadota
GO:0018195	Dictyostelium discoideum
GO:0019410	Rhodospirillum rubrum
GO:0031038	Evosea
GO:0031974	Rhabditida
GO:0035177	Ecdysozoa
GO:0048072	Drosophila
GO:0071859	Drosophila
GO:0080029	Mesangiospermae
GO:0098801	Drosophila
GO:0120504	Sophophora
GO:0140771	Bordetella
GO:0141070	root
GO:1901423	Rattus norvegicus
GO:1903385	Euteleostomi
GO:1990177	Escherichia coli K-12
GO:0005601	Vertebrata
GO:0017161	Tetrapoda
GO:0033593	Amniota
GO:0035653	Eukaryota
GO:0052781	cellular organisms
GO:0052828	Tetrapoda
GO:0055109	Osteoglossocephalai
GO:0085015	Plasmodium berghei ANKA
GO:0090395	Embryophyta
GO:0102013	Escherichia coli
GO:1904300	Bilateria
GO:1904303	Rattus norvegicus
GO:1904316	Rattus norvegicus
GO:1904317	Rattus norvegicus
GO:2000758	Euteleostomi
GO:0001791	Euteleostomi
GO:0003420	Amniota
GO:0030885	Murinae
GO:0032096	Bilateria
GO:0032529	Drosophila
GO:0033991	cellular organisms
GO:0035182	Drosophila
GO:0036436	Saccharomycotina
GO:0070825	Drosophila
GO:0097221	Schizosaccharomyces
